pid,delay,cfmt_raw,sex,age_year,participant_race,lineup,lineup_race,lineup_type,chooser,lineup_accuracy,lineup_decision,confidence,decision_time_sec,cross_race,expression,justification,cat,celebrity,kept,expression_spellcheck,justification_spellcheck,express_num,just_num,log_rt,mad_rt,statement
462,Day,66,Female,26,White,WC1.NP.LINE,White,TA,Yes,0,Foil,80,8.987,No,i am pretty darn sure,"all of these guys have what i would consider ""memorable"" faces, distinct facial features, a particular look...and yet his is the only one that triggers any feelings of familiarity, leading me to believe he was the one present in the photos yesterday",FO,No,Yes,I am pretty darn sure,"all of these guys have what I would consider ""memorable"" faces, distinct facial features, a particular look...and yet his is the only one that triggers any feelings of familiarity, leading me to believe he was the one present in the photos yesterday",FALSE,FALSE,2.1957790886762365,0.36525328208448876,"I am pretty darn sure all of these guys have what I would consider ""memorable"" faces, distinct facial features, a particular look...and yet his is the only one that triggers any feelings of familiarity, leading me to believe he was the one present in the photos yesterday"
462,Day,66,Female,26,White,WC2.NP.LINE,White,TA,Yes,0,Foil,100,7.346,No,i am very certain,"he has a particular look in his eye that i remember, and i remembered him especially because he's handsome",?,No,Yes,I am very certain,"he has a particular look in his eye that I remember, and I remembered him especially because he's handsome",FALSE,FALSE,1.9941559473974755,0.061705938833884706,"I am very certain he has a particular look in his eye that I remember, and I remembered him especially because he's handsome"
462,Day,66,Female,26,White,WD1.P.LINE,White,TP,Yes,1,Target,0,11.182,No,i am extremely uncertain,"because i basically used process of elimination, i can't be sure if any of them were there or not...his just feels the most familiar",F,No,Yes,I am extremely uncertain,"because I basically used process of elimination, I can't be sure if any of them were there or not...his just feels the most familiar",FALSE,FALSE,2.4143053426044534,0.694248572,"I am extremely uncertain because I basically used process of elimination, I can't be sure if any of them were there or not...his just feels the most familiar"
462,Day,66,Female,26,White,WD2.P.LINE,White,TP,Yes,1,Target,80,15.502,No,i am fairly certain...i feel pretty confident,"i remember his haircut, the spikiness of it, and the way he holds his mouth",Omany,No,Yes,I am fairly certain...I feel pretty confident,"I remember his haircut, the spikiness of it, and the way he holds his mouth",FALSE,FALSE,2.740969048,1.1860467814186004,"I am fairly certain...I feel pretty confident I remember his haircut, the spikiness of it, and the way he holds his mouth"
462,Day,66,Female,26,White,WD3.P.LINE,White,TP,Yes,0,Foil,20,19.987,No,not at all certain,"none of these faces are triggering any remembrance, but i can't say for certain that they weren't presence. they may not have memorable faces.",R,No,Yes,not at all certain,"none of these faces are triggering any remembrance, but I can't say for certain that they weren't presence. they may not have memorable faces.",FALSE,FALSE,2.9950820622124046,1.5686185928836116,"not at all certain none of these faces are triggering any remembrance, but I can't say for certain that they weren't presence. they may not have memorable faces."
463,5Minute,44,Female,25,White,WC1.P.LINE,White,TP,Yes,1,Target,20,14.502,No,not very,This is harder then I thought,?,No,Yes,not very,This is harder then I thought,FALSE,FALSE,2.674286570949401,1.0856550873947963,not very This is harder then I thought
463,5Minute,44,Female,25,White,WC3.P.LINE,White,TP,Yes,1,Target,60,9.241,No,semi,nose looks familiar,FO,No,Yes,semi,nose looks familiar,FALSE,FALSE,2.223650104905903,0.40721360904176446,semi nose looks familiar
463,5Minute,44,Female,25,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,10.371,No,not very,jaw line,O1,No,Yes,not very,jaw line,FALSE,FALSE,2.3390134496075974,0.5808952438511699,not very jaw line
463,5Minute,44,Female,25,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,13.363,No,not very,hari cut seems familiar but im not sure,FO,No,Yes,not very,hair cut seems familiar but I'm not sure,FALSE,FALSE,2.5924896937989237,0.9625083861394332,not very hair cut seems familiar but I'm not sure
463,5Minute,44,Female,25,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,7.955,No,semi,nose looks familiar,FO,No,Yes,semi,nose looks familiar,FALSE,FALSE,2.0738006617897504,0.18161251951900023,semi nose looks familiar
464,5Minute,45,Female,27,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,13.919,No,maybe I saw him,his eyebrows look familiar,FO,No,Yes,maybe I saw him,his eyebrows look familiar,FALSE,FALSE,2.6332548132452636,1.0238810223693275,maybe I saw him his eyebrows look familiar
464,5Minute,45,Female,27,White,WD1.NP.LINE,White,TA,Yes,0,Foil,20,5.503,No,not at all certain,"his face seems familiar, but I am not sure",F,No,Yes,not at all certain,"his face seems familiar, but I am not sure",FALSE,FALSE,1.7052933980776217,-0.373181936,"not at all certain his face seems familiar, but I am not sure"
464,5Minute,45,Female,27,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,8.577,No,I'm not certain,I think I remember his intense scary eyes,O1,No,Yes,I'm not certain,I think I remember his intense scary eyes,FALSE,TRUE,2.1490842020082845,0.29495327236562435,I'm not certain I think I remember his intense scary eyes
464,5Minute,45,Female,27,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,21.389,No,I'm not sure if I saw him or not,his dour face looks kinda familiar,FO,No,Yes,I'm not sure if I saw him or not,his dour face looks kinda familiar,FALSE,FALSE,3.0628767711833214,1.6706847727082659,I'm not sure if I saw him or not his dour face looks kinda familiar
465,5Minute,61,Female,36,White,WC1.P.LINE,White,TP,Yes,1,Target,60,4.425,No,Somewhat certain,His hair and face look familiar,FO,No,Yes,Somewhat certain,His hair and face look familiar,FALSE,FALSE,1.4872702784598928,-0.701419748,Somewhat certain His hair and face look familiar
465,5Minute,61,Female,36,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,6.939,No,A little certain,His face looks familiar to me,F,No,Yes,A little certain,His face looks familiar to me,FALSE,FALSE,1.9371576719174117,-0.024106012,A little certain His face looks familiar to me
465,5Minute,61,Female,36,White,WD1.NP.LINE,White,TA,Yes,0,Foil,80,4.276,No,Fairly confident,I remember the shape of his face and eyes,Omany,No,Yes,Fairly confident,I remember the shape of his face and eyes,FALSE,FALSE,1.4530179931627987,-0.752987193,Fairly confident I remember the shape of his face and eyes
465,5Minute,61,Female,36,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,3.498,No,Somewhat,His hair and facial features look familiar,FO,No,Yes,Somewhat,His hair and facial features look familiar,FALSE,FALSE,1.2521913765964103,-1.055335353,Somewhat His hair and facial features look familiar
465,5Minute,61,Female,36,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,6.264,No,Not very certain,He looks somewhat familiar,F,No,Yes,Not very certain,He looks somewhat familiar,FALSE,FALSE,1.834818958688502,-0.178178825,Not very certain He looks somewhat familiar
466,5Minute,57,Female,31,White,WD1.P.LINE,White,TP,Yes,1,Target,60,10.068,No,partially certain,I believe I remember him,R,No,Yes,partially certain,I believe I remember him,FALSE,FALSE,2.3093620772730694,0.5362545580707795,partially certain I believe I remember him
467,5Minute,44,Male,32,White,WC1.P.LINE,White,TP,Yes,1,Target,40,4.978,No,not sure,think i remember that face,R,No,Yes,not sure,think I remember that face,FALSE,FALSE,1.6050282039454002,-0.524133028,not sure think I remember that face
467,5Minute,44,Male,32,White,WC2.P.LINE,White,TP,Yes,1,Target,100,3.502,No,very certain,i remember that person,R,No,Yes,very certain,I remember that person,FALSE,FALSE,1.253334234,-1.053614761,very certain I remember that person
467,5Minute,44,Male,32,White,WC3.P.LINE,White,TP,Yes,1,Target,80,4.007,No,pretty certain,guy has a goofy face,O1,No,Yes,pretty certain,guy has a goofy face,FALSE,FALSE,1.3880428316540074,-0.850808492,pretty certain guy has a goofy face
468,Day,62,Female,23,White,WC1.P.LINE,White,TP,Yes,1,Target,100,1.967,No,I remember this guy very well.,"I thought he was cute, so he definitely stood out in my head.",U1,No,Yes,I remember this guy very well.,"I thought he was cute, so he definitely stood out in my head.",FALSE,FALSE,0.676509539,-1.922034935,"I remember this guy very well. I thought he was cute, so he definitely stood out in my head."
468,Day,62,Female,23,White,WC2.P.LINE,White,TP,Yes,0,Foil,60,3.391,No,I feel pretty sure I saw him before.,He looks familiar.,F,No,Yes,I feel pretty sure I saw him before.,He looks familiar.,FALSE,FALSE,1.2211248631435017,-1.10210656,I feel pretty sure I saw him before. He looks familiar.
468,Day,62,Female,23,White,WC3.P.LINE,White,TP,Yes,1,Target,60,1.492,No,I am not very certain.. I think he or someone who looks similar to him was in the picture before.,"He looks familiar, his brown hair.",FO,No,Yes,I am not very certain.. I think he or someone who looks similar to him was in the picture before.,"He looks familiar, his brown hair.",FALSE,FALSE,0.40011750178156913,-2.338148225,"I am not very certain.. I think he or someone who looks similar to him was in the picture before. He looks familiar, his brown hair."
469,5Minute,61,Female,36,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,5.509,No,"I think I saw this guy, but I could be wrong",I am not 100% sure.,R,No,Yes,"I think I saw this guy, but I could be wrong",I am not 100% sure.,FALSE,TRUE,1.7063831184905796,-0.371541342,"I think I saw this guy, but I could be wrong I am not 100% sure."
470,Day,64,Female,19,White,WD1.P.LINE,White,TP,Yes,1,Target,60,4.467,No,pretty sure,I'm pretty sure I saw the man in this picture yesterday,R,No,Yes,pretty sure,I'm pretty sure I saw the man in this picture yesterday,FALSE,FALSE,1.4967170423699816,-0.687197471,pretty sure I'm pretty sure I saw the man in this picture yesterday
470,Day,64,Female,19,White,WD2.P.LINE,White,TP,Yes,1,Target,40,3.148,No,not sure,I'm not quite sure if I saw this man yesterday or not,?,No,Yes,not sure,I'm not quite sure if I saw this man yesterday or not,FALSE,FALSE,1.146767330555157,-1.214053191,not sure I'm not quite sure if I saw this man yesterday or not
471,Day,64,Female,27,White,WC1.P.LINE,White,TP,Yes,1,Target,60,13.963,No,kind of sure,i remember his hair and thinner face,Omany,No,Yes,kind of sure,I remember his hair and thinner face,FALSE,FALSE,2.6364109739600576,1.0286326803078532,kind of sure I remember his hair and thinner face
471,Day,64,Female,27,White,WC2.P.LINE,White,TP,Yes,1,Target,80,6.457,No,moderately certain,i remember his hair and his head shape,Omany,No,Yes,moderately certain,I remember his hair and his head shape,FALSE,FALSE,1.865164814,-0.132492583,moderately certain I remember his hair and his head shape
471,Day,64,Female,27,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,2.865,No,kind of certain,I think he looks familiar but not super sure,F,No,Yes,kind of certain,I think he looks familiar but not super sure,FALSE,FALSE,1.052568350166703,-1.355871487,kind of certain I think he looks familiar but not super sure
472,5Minute,69,Male,30,White,WD1.P.LINE,White,TP,Yes,0,Foil,60,8.41,No,60% Sure,"Looks familar to one I've seen previously, but looks like it also might not be one so I'm not too sure.",F,No,Yes,60% Sure,"Looks familiar to one I've seen previously, but looks like it also might not be one so I'm not too sure.",TRUE,FALSE,2.1294214739848565,0.26535067409879776,"60% Sure Looks familiar to one I've seen previously, but looks like it also might not be one so I'm not too sure."
472,5Minute,69,Male,30,White,WD3.P.LINE,White,TP,Yes,1,Target,100,1.193,No,100% Sure,This face reminds me of someone I know so It's easy to remember If I have seen them before.,U1,No,Yes,100% Sure,This face reminds me of someone I know so It's easy to remember If I have seen them before.,TRUE,FALSE,0.1764711431157791,-2.674851927,100% Sure This face reminds me of someone I know so It's easy to remember If I have seen them before.
473,Day,59,Female,23,White,WC1.NP.LINE,White,TA,Yes,0,Foil,40,6.681,No,Somewhat certain,I think I remember his face shape,O1,No,Yes,Somewhat certain,I think I remember his face shape,FALSE,FALSE,1.8992676769433403,-0.081150096,Somewhat certain I think I remember his face shape
473,Day,59,Female,23,White,WD1.P.LINE,White,TP,Yes,1,Target,80,7.21,No,Fairly certain,I think I remember his eyes,O1,No,Yes,Fairly certain,I think I remember his eyes,FALSE,FALSE,1.9754689512968577,0.033572322902197776,Fairly certain I think I remember his eyes
473,Day,59,Female,23,White,WD2.P.LINE,White,TP,Yes,1,Target,80,4.895,No,Fairly certain,I remember seeing him yesterday. I remember his eyes/hair,Omany,No,Yes,Fairly certain,I remember seeing him yesterday. I remember his eyes/hair,FALSE,FALSE,1.5882142759824736,-0.549446705,Fairly certain I remember seeing him yesterday. I remember his eyes/hair
473,Day,59,Female,23,White,WD3.P.LINE,White,TP,Yes,1,Target,80,3.62,No,Very certain,I remember his haircut,O1,No,Yes,Very certain,I remember his haircut,FALSE,FALSE,1.2864740258376797,-1.003722195,Very certain I remember his haircut
474,5Minute,50,Female,33,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,6.203,No,I think I may have seen this image before.,This image looks somewhat familiar to me.,F,No,Yes,I think I may have seen this image before.,This image looks somewhat familiar to me.,FALSE,FALSE,1.8250330459909805,-0.192911696,I think I may have seen this image before. This image looks somewhat familiar to me.
474,5Minute,50,Female,33,White,WC3.P.LINE,White,TP,Yes,1,Target,100,4.917,No,I'm confident that I've seen this person earlier.,"This person looks very similar to an individual that I know, and I recognize the photo from earlier.",U1,No,Yes,I'm confident that I've seen this person earlier.,"This person looks very similar to an individual that I know, and I recognize the photo from earlier.",FALSE,FALSE,1.5926985884298024,-0.54269549,"I'm confident that I've seen this person earlier. This person looks very similar to an individual that I know, and I recognize the photo from earlier."
474,5Minute,50,Female,33,White,WD2.NP.LINE,White,TA,Yes,0,Foil,60,5.91,No,I think that this was one of the original images.,The facial features seem familiar to me.,F,No,Yes,I think that this was one of the original images.,The facial features seem familiar to me.,FALSE,FALSE,1.776645831418007,-0.265759537,I think that this was one of the original images. The facial features seem familiar to me.
475,5Minute,55,Female,30,White,WD1.P.LINE,White,TP,Yes,1,Target,60,6.556,No,moderately certain,"their face looked familiar in the eyes, and hair",FO,No,Yes,moderately certain,"their face looked familiar in the eyes, and hair",FALSE,FALSE,1.8803806608815832,-0.109584845,"moderately certain their face looked familiar in the eyes, and hair"
475,5Minute,55,Female,30,White,WD2.P.LINE,White,TP,Yes,1,Target,20,27.432,No,not very certain,i think i remember the haircut of this person,O1,No,Yes,not very certain,I think I remember the haircut of this person,FALSE,FALSE,3.3117102151606193,2.0453080939805814,not very certain I think I remember the haircut of this person
476,5Minute,62,Male,36,White,WC1.P.LINE,White,TP,Yes,1,Target,80,6.616,No,pretty sure,same eyes and facial hair pattern.,Omany,No,Yes,pretty sure,same eyes and facial hair pattern.,FALSE,FALSE,1.889490958,-0.095869126,pretty sure same eyes and facial hair pattern.
476,5Minute,62,Male,36,White,WC2.P.LINE,White,TP,Yes,1,Target,80,7.389,No,Mostly positive,"I remember calling him ""tough guy""",U1,No,Yes,Mostly positive,"I remember calling him ""tough guy""",FALSE,FALSE,1.9999924078065106,0.070492837,"Mostly positive I remember calling him ""tough guy"""
476,5Minute,62,Male,36,White,WC3.P.LINE,White,TP,Yes,1,Target,80,7.862,No,pretty sure,his nose gave him away,O1,No,Yes,pretty sure,his nose gave him away,FALSE,FALSE,2.0620410269996685,0.16390817330414062,pretty sure his nose gave him away
477,Day,65,Male,41,White,WD1.P.LINE,White,TP,Yes,0,Foil,100,3.442,No,Very,Remember seeing a guy that looks like Blake Griffin. He looks like him.,U1,No,Yes,Very,Remember seeing a guy that looks like Blake Griffin. He looks like him.,FALSE,FALSE,1.2360526977893478,-1.079632431,Very Remember seeing a guy that looks like Blake Griffin. He looks like him.
477,Day,65,Male,41,White,WD2.P.LINE,White,TP,Yes,0,Foil,100,5.339,No,Definitely,That's the guy I saw.,R,No,Yes,Definitely,That's the guy I saw.,FALSE,FALSE,1.6750383695180493,-0.418731437,Definitely That's the guy I saw.
477,Day,65,Male,41,White,WD3.P.LINE,White,TP,Yes,0,Foil,20,5.811,No,Only about 10 percent sure. They all look the same,Just a feeling.,?,No,Yes,Only about 10 percent sure. They all look the same,Just a feeling.,TRUE,FALSE,1.7597526730929685,-0.291192497,Only about 10 percent sure. They all look the same Just a feeling.
478,5Minute,64,Female,31,White,WC1.P.LINE,White,TP,Yes,1,Target,100,4.058,No,completely certain,i remember his face,R,No,Yes,completely certain,I remember his face,FALSE,FALSE,1.4006902414036229,-0.831767584,completely certain I remember his face
479,Day,62,Female,28,White,WC3.NP.LINE,White,TA,Yes,0,Foil,80,5.995,No,The eyes look a little different but i am sure this was one of the photos,The eyes are familiar,FO,No,Yes,The eyes look a little different but I am sure this was one of the photos,The eyes are familiar,FALSE,FALSE,1.7909257884794776,-0.244260799,The eyes look a little different but I am sure this was one of the photos The eyes are familiar
479,Day,62,Female,28,White,WD1.P.LINE,White,TP,Yes,1,Target,80,7.365,No,pretty sure,the hair and eye brows of the picture i remeber,Omany,No,Yes,pretty sure,the hair and eye brows of the picture I remember,FALSE,FALSE,1.9967390499145936,0.065594847,pretty sure the hair and eye brows of the picture I remember
479,Day,62,Female,28,White,WD3.P.LINE,White,TP,Yes,1,Target,100,4.903,No,positive,I remember the hair cut,O1,No,Yes,positive,I remember the hair cut,FALSE,FALSE,1.589847262669096,-0.546988214,positive I remember the hair cut
480,5Minute,58,Female,33,White,WC2.NP.LINE,White,TA,Yes,0,Foil,60,14.15,No,not sure but i wanna say yes,something about his look screams previous line,?,No,Yes,not sure but I wanna say yes,something about his look screams previous line,FALSE,FALSE,2.649714624089247,1.0486615699811257,not sure but I wanna say yes something about his look screams previous line
480,5Minute,58,Female,33,White,WD1.P.LINE,White,TP,Yes,1,Target,80,2.01,No,only diff is hes looking straight at the camera vs the original shot,same eyes messed up brow and face,Omany,No,Yes,only diff is he's looking straight at the camera vs the original shot,same eyes messed up brow and face,FALSE,FALSE,0.6981347220709843,-1.889477825,only diff is he's looking straight at the camera vs the original shot same eyes messed up brow and face
480,5Minute,58,Female,33,White,WD2.P.LINE,White,TP,Yes,1,Target,100,2.623,No,obviously same guy as line up before word search,same chin and adams apple plus the obvious eyebrow issue,Omany,No,Yes,obviously same guy as line up before word search,same chin and Adam's apple plus the obvious eyebrow issue,FALSE,FALSE,0.9643187008847367,-1.488732955,obviously same guy as line up before word search same chin and Adam's apple plus the obvious eyebrow issue
480,5Minute,58,Female,33,White,WD3.P.LINE,White,TP,Yes,1,Target,100,3.377,No,same no neck kid from earlier,just not smiling only diff,O1,No,Yes,same no neck kid from earlier,just not smiling only diff,FALSE,FALSE,1.2169877414034307,-1.108335073,same no neck kid from earlier just not smiling only diff
481,5Minute,46,Male,27,White,WD2.NP.LINE,White,TA,Yes,0,Foil,40,5.473,No,Fairly sure,I remember thinking he looked like a caveman.,U1,No,Yes,Fairly sure,I remember thinking he looked like a caveman.,FALSE,FALSE,1.699826912161781,-0.381411831,Fairly sure I remember thinking he looked like a caveman.
482,Day,70,Female,31,White,WC1.P.LINE,White,TP,Yes,0,Foil,20,15.624,No,Not certain,His face looks slightly more familiar than the rest,?,No,Yes,Not certain,His face looks slightly more familiar than the rest,FALSE,FALSE,2.748808193574378,1.197848759306993,Not certain His face looks slightly more familiar than the rest
482,Day,70,Female,31,White,WC2.P.LINE,White,TP,Yes,1,Target,80,10.002,No,mostly certain,I remember his face but his shirt is different,?,No,Yes,mostly certain,I remember his face but his shirt is different,FALSE,FALSE,2.302785072996712,0.5263527573053804,mostly certain I remember his face but his shirt is different
482,Day,70,Female,31,White,WC3.P.LINE,White,TP,Yes,1,Target,100,1.909,No,Absolutely certain,I remember seeing him,R,No,Yes,Absolutely certain,I remember seeing him,FALSE,FALSE,0.6465795447436106,-1.967095092,Absolutely certain I remember seeing him
482,Day,70,Female,31,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,10.385,No,Not certain at all,His face looks the most familiar out of the options,?,No,Yes,Not certain at all,His face looks the most familiar out of the options,FALSE,FALSE,2.3403624573280757,0.5829261997572163,Not certain at all His face looks the most familiar out of the options
483,5Minute,64,Male,44,White,WC2.P.LINE,White,TP,Yes,0,Foil,60,3.008,No,pretty certain,looks similiar to someone i saew in photos,?,No,Yes,pretty certain,looks similar to someone I saw in photos,FALSE,FALSE,1.1012754060875933,-1.282542119,pretty certain looks similar to someone I saw in photos
484,Day,65,Male,26,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,14.188,No,Not sure at all.,"I think I saw this guy yesterday, but I'm not positive.",R,No,Yes,Not sure at all.,"I think I saw this guy yesterday, but I'm not positive.",FALSE,FALSE,2.6523965369113753,1.0526992390047487,"Not sure at all. I think I saw this guy yesterday, but I'm not positive."
484,Day,65,Male,26,White,WC2.P.LINE,White,TP,Yes,1,Target,60,9.494,No,I'm pretty sure this is a guy from yesterday.,This persons face looks familiar.,F,No,Yes,I'm pretty sure this is a guy from yesterday.,This persons face looks familiar.,FALSE,FALSE,2.2506600201291262,0.44787753261439583,I'm pretty sure this is a guy from yesterday. This persons face looks familiar.
484,Day,65,Male,26,White,WC3.P.LINE,White,TP,Yes,1,Target,100,4.773,No,I'm positive this person was in the lineup,I remember seeing this guy yesterday. He looks like a generic Christian Bale.,U1,No,Yes,I'm positive this person was in the lineup,I remember seeing this guy yesterday. He looks like a generic Christian Bale.,FALSE,FALSE,1.5629750380237595,-0.587444842,I'm positive this person was in the lineup I remember seeing this guy yesterday. He looks like a generic Christian Bale.
485,5Minute,62,Male,32,White,WC2.P.LINE,White,TP,Yes,1,Target,100,11.839,No,I am certain.,I recognized the persons face,R,No,Yes,I am certain.,I recognized the persons face,FALSE,FALSE,2.4713991664294994,0.780204373,I am certain. I recognized the persons face
485,5Minute,62,Male,32,White,WC3.P.LINE,White,TP,Yes,1,Target,80,9.283,No,I am fairly certain.,"The face of the person looks really familiar,particularly the hair and nose.",FO,No,Yes,I am fairly certain.,"The face of the person looks really familiar, particularly the hair and nose.",FALSE,FALSE,2.2281847704177955,0.41404063127708385,"I am fairly certain. The face of the person looks really familiar, particularly the hair and nose."
486,Day,41,Male,38,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,10.456,No,not too certain,"face ""rings a bell""",?,No,Yes,not too certain,"face ""rings a bell""",FALSE,FALSE,2.3471759763219207,0.5931840777748476,"not too certain face ""rings a bell"""
486,Day,41,Male,38,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,23.072,No,not certain,This one looked familiar,F,No,Yes,not certain,This one looked familiar,FALSE,FALSE,3.1386197611025386,1.7847172355199026,not certain This one looked familiar
486,Day,41,Male,38,White,WC3.P.LINE,White,TP,Yes,0,Foil,60,7.434,No,farily certain,looks familiar,F,No,Yes,fairly certain,looks familiar,FALSE,FALSE,2.0060640718750604,0.079633839,fairly certain looks familiar
486,Day,41,Male,38,White,WD1.NP.LINE,White,TA,Yes,0,Foil,60,5.686,No,fairly certain,that face looks very familiar,F,No,Yes,fairly certain,that face looks very familiar,FALSE,FALSE,1.7380070132288081,-0.323930987,fairly certain that face looks very familiar
486,Day,41,Male,38,White,WD2.NP.LINE,White,TA,Yes,0,Foil,60,6.395,No,somewhat certain,he looks familiar,F,No,Yes,somewhat certain,he looks familiar,FALSE,FALSE,1.855516435030806,-0.147018394,somewhat certain he looks familiar
486,Day,41,Male,38,White,WD3.NP.LINE,White,TA,Yes,0,Foil,60,6.077,No,Somewhat certain,This one looks familiar to me.,F,No,Yes,Somewhat certain,This one looks familiar to me.,FALSE,FALSE,1.804511153153218,-0.223807783,Somewhat certain This one looks familiar to me.
488,5Minute,55,Female,30,White,WC1.NP.LINE,White,TA,Yes,0,Foil,20,7.896,No,Not very certain,I think I recognize his facial features and hair,Omany,No,Yes,Not very certain,I think I recognize his facial features and hair,FALSE,FALSE,2.0663563021311804,0.17040489929133668,Not very certain I think I recognize his facial features and hair
489,Day,41,Male,40,White,WD3.P.LINE,White,TP,Yes,0,Foil,80,6.684,No,sorta,looks familiar,F,No,Yes,sorta,looks familiar,FALSE,FALSE,1.8997166107331473,-0.080474217,sorta looks familiar
490,Day,64,Female,28,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,8.319,No,somewhat certain,looks familiar,F,No,Yes,somewhat certain,looks familiar,FALSE,FALSE,2.118542055301751,0.2489715094036013,somewhat certain looks familiar
490,Day,64,Female,28,White,WC3.NP.LINE,White,TA,Yes,0,Foil,40,12.791,No,somewhat certain,looks sort of familiar,F,No,Yes,somewhat certain,looks sort of familiar,FALSE,FALSE,2.548741798617256,0.8966451262428868,somewhat certain looks sort of familiar
490,Day,64,Female,28,White,WD1.P.LINE,White,TP,Yes,1,Target,80,7.148,No,pretty certain,looks familiar,F,No,Yes,pretty certain,looks familiar,FALSE,FALSE,1.9668325972971816,0.020570133,pretty certain looks familiar
490,Day,64,Female,28,White,WD3.P.LINE,White,TP,Yes,1,Target,100,3.182,No,very certain,I remember seeing him,R,No,Yes,very certain,I remember seeing him,FALSE,FALSE,1.157509929915595,-1.197880011,very certain I remember seeing him
491,Day,66,Female,35,White,WC1.P.LINE,White,TP,Yes,0,Foil,40,6.557,No,fairly,I think I saw him,R,No,Yes,fairly,I think I saw him,FALSE,FALSE,1.8805331812814825,-0.109355223,fairly I think I saw him
491,Day,66,Female,35,White,WC2.P.LINE,White,TP,Yes,0,Foil,80,5.381,No,fairly,He looks familiar,F,No,Yes,fairly,He looks familiar,FALSE,FALSE,1.6828742305072826,-0.406934405,fairly He looks familiar
491,Day,66,Female,35,White,WC3.P.LINE,White,TP,Yes,0,Foil,20,4.092,No,vagely,he seems familiar,F,No,Yes,vaguely,he seems familiar,FALSE,FALSE,1.409033848,-0.819206131,vaguely he seems familiar
491,Day,66,Female,35,White,WD1.NP.LINE,White,TA,Yes,0,Foil,20,8.54,No,not at all,I might have seen him,?,No,Yes,not at all,I might have seen him,FALSE,FALSE,2.1447610078004784,0.2884446240635845,not at all I might have seen him
491,Day,66,Female,35,White,WD2.NP.LINE,White,TA,Yes,0,Foil,80,6.569,No,very,I think I've seen him,R,No,Yes,very,I think I've seen him,FALSE,FALSE,1.8823616139103359,-0.106602484,very I think I've seen him
491,Day,66,Female,35,White,WD3.NP.LINE,White,TA,Yes,0,Foil,100,5.493,No,very,he looks familiar,F,No,Yes,very,he looks familiar,FALSE,FALSE,1.7034745543604835,-0.375920239,very he looks familiar
492,5Minute,57,Female,27,White,WC1.P.LINE,White,TP,Yes,0,Foil,80,3.414,No,pretty certain,he looks familiar,F,No,Yes,pretty certain,he looks familiar,FALSE,FALSE,1.227884624372249,-1.091929615,pretty certain he looks familiar
492,5Minute,57,Female,27,White,WC3.P.LINE,White,TP,Yes,0,Foil,40,5.223,No,a little,i'm 50% certain i saw his face,R,No,Yes,a little,I'm 50% certain I saw his face,FALSE,TRUE,1.6530719494541617,-0.451802286,a little I'm 50% certain I saw his face
492,5Minute,57,Female,27,White,WD1.NP.LINE,White,TA,Yes,0,Foil,60,4.125,No,pretty certain,he looks familiar,F,No,Yes,pretty certain,he looks familiar,FALSE,FALSE,1.4170660197866443,-0.807113549,pretty certain he looks familiar
492,5Minute,57,Female,27,White,WD3.NP.LINE,White,TA,Yes,0,Foil,60,8.639,No,like 50%,he looks sort of familiar,F,No,Yes,like 50%,he looks sort of familiar,TRUE,FALSE,2.156286835376747,0.30579696922273336,like 50% he looks sort of familiar
493,5Minute,61,Female,34,White,WD1.P.LINE,White,TP,Yes,1,Target,20,6.762,No,Not really,"I think this face looks familiar, but no certain feature stands out",F,No,Yes,Not really,"I think this face looks familiar, but no certain feature stands out",FALSE,FALSE,1.9113187042856943,-0.063007052,"Not really I think this face looks familiar, but no certain feature stands out"
493,5Minute,61,Female,34,White,WD2.P.LINE,White,TP,Yes,1,Target,40,10.092,No,This one feels like a maybe,nose and eye/eyebrows look familiar,FO,No,Yes,This one feels like a maybe,nose and eye/eyebrows look familiar,FALSE,FALSE,2.3117430307788114,0.5398391273146043,This one feels like a maybe nose and eye/eyebrows look familiar
494,5Minute,52,Female,36,White,WC1.NP.LINE,White,TA,Yes,0,Foil,20,12.802,No,not certain,I dont really remember any of these,R,No,Yes,not certain,I don't really remember any of these,FALSE,FALSE,2.549601408719812,0.8979392850443382,not certain I don't really remember any of these
494,5Minute,52,Female,36,White,WC3.NP.LINE,White,TA,Yes,0,Foil,80,6.678,No,certain,he looks very familiar,F,No,Yes,certain,he looks very familiar,FALSE,FALSE,1.8988185415214627,-0.081826277,certain he looks very familiar
